G#,G,F#,F,E,D#,D,C#,C,B,A#,A
0.0125786164,0,0.578616352,0,0.00628930818,0,0.0251572327,0.333333333,0,0.0125786164,0.0251572327,0.00628930818
0.742138365,0,0,0,0,0,0.00628930818,0,0,0.0377358491,0,0.213836478
0.496855346,0,0,0,0,0,0.0188679245,0,0,0.0251572327,0,0.459119497
0.0125786164,0,0,0,0.817610063,0,0,0,0,0,0.0314465409,0.13836478
0.0251572327,0,0.264150943,0.144654088,0.0817610063,0.0943396226,0.0691823899,0,0.0188679245,0.0377358491,0.119496855,0.144654088
0.00628930818,0.339622642,0.0188679245,0,0.0251572327,0.144654088,0.352201258,0,0,0,0,0.113207547
0.00806451613,0,0,0,0,0,0.0241935484,0.927419355,0,0,0,0.0403225806
0.0754716981,0.00628930818,0.232704403,0.0566037736,0.13836478,0.113207547,0.13836478,0,0,0.0817610063,0.150943396,0.00628930818
0.226415094,0,0.34591195,0.0754716981,0.0754716981,0,0.100628931,0.0880503145,0.0125786164,0,0,0.0754716981
0.100628931,0,0.295597484,0.119496855,0.0691823899,0.0943396226,0.100628931,0,0,0.0691823899,0.144654088,0.00628930818
0.13836478,0.00628930818,0.301886792,0.100628931,0.0251572327,0,0.0880503145,0.176100629,0.0125786164,0.0440251572,0.0880503145,0.0188679245
0.0125786164,0,0.213836478,0,0,0,0,0.477987421,0,0,0.0188679245,0.27672956
0.20754717,0,0.00628930818,0,0,0.735849057,0,0,0,0,0.0440251572,0.00628930818
0.232704403,0,0,0.0440251572,0,0,0.522012579,0,0,0,0,0.201257862
0.0251572327,0.27672956,0.00628930818,0,0.125786164,0,0.377358491,0,0,0.00628930818,0,0.182389937
0.0125786164,0.0503144654,0.201257862,0.00628930818,0.0125786164,0.0440251572,0.364779874,0,0,0.150943396,0.144654088,0.0125786164
0.0125786164,0.100628931,0.125786164,0.0566037736,0.0125786164,0.0314465409,0.389937107,0,0,0.0880503145,0.169811321,0.0125786164
0.0188679245,0.0691823899,0,0.182389937,0.0251572327,0,0.220125786,0,0.00628930818,0.213836478,0.251572327,0.0125786164
0.0251572327,0.0125786164,0.0817610063,0.0880503145,0.00628930818,0,0.0125786164,0.610062893,0,0.0125786164,0.0817610063,0.0691823899
0.0314465409,0.41509434,0.0566037736,0,0,0,0.150943396,0,0.00628930818,0,0.0943396226,0.245283019
0.0377358491,0.48427673,0.00628930818,0,0.0125786164,0,0.245283019,0,0,0.00628930818,0,0.20754717
0.0125786164,0.0188679245,0.364779874,0.00628930818,0.0943396226,0,0,0.194968553,0,0.0125786164,0.00628930818,0.289308176
0.0251572327,0.540880503,0,0,0.0188679245,0,0.226415094,0,0.0125786164,0.00628930818,0.157232704,0.0125786164
0.535714286,0,0,0,0,0,0.169642857,0,0,0.00892857143,0.00892857143,0.276785714
0.0188679245,0,0.51572327,0.0188679245,0.0125786164,0,0.0188679245,0.163522013,0.0377358491,0.0377358491,0,0.176100629
0.0125786164,0,0.20754717,0.0566037736,0.0314465409,0,0.41509434,0.00628930818,0.0377358491,0.0943396226,0.132075472,0.00628930818
0.0314465409,0,0.34591195,0.0314465409,0.0188679245,0,0.00628930818,0.421383648,0.0251572327,0.0188679245,0.00628930818,0.0943396226
0.0314465409,0,0.446540881,0,0.0125786164,0,0.0188679245,0.301886792,0.0503144654,0.0503144654,0.0314465409,0.0566037736
0.0314465409,0,0.383647799,0.0691823899,0.00628930818,0,0,0.402515723,0,0,0.0314465409,0.0754716981
0.106918239,0,0.194968553,0.0377358491,0.0188679245,0,0.0566037736,0.320754717,0.0188679245,0.0943396226,0.0566037736,0.0943396226
0.301886792,0.00628930818,0,0.00628930818,0.00628930818,0,0.471698113,0.0125786164,0,0.0503144654,0.0628930818,0.0817610063
0.254237288,0,0,0,0.0338983051,0,0.491525424,0,0,0.0338983051,0.0847457627,0.101694915
0.540880503,0,0,0.0251572327,0,0,0.257861635,0.0251572327,0,0.0188679245,0,0.132075472
0.314465409,0.00628930818,0,0.00628930818,0,0,0.496855346,0.0125786164,0,0.0943396226,0,0.0691823899
0.0188679245,0.0251572327,0.41509434,0.0125786164,0,0.0566037736,0.226415094,0.0377358491,0.0628930818,0.0188679245,0.119496855,0.00628930818
0.0628930818,0.0188679245,0.289308176,0.00628930818,0,0,0.0566037736,0.371069182,0,0.0566037736,0,0.13836478
0.00628930818,0.132075472,0.352201258,0,0,0,0,0.352201258,0,0.0188679245,0.0628930818,0.0754716981
0.0125786164,0.0188679245,0.433962264,0.0125786164,0.00628930818,0,0,0.371069182,0,0.0314465409,0.0377358491,0.0754716981
0.0377358491,0.0880503145,0.201257862,0.00628930818,0,0,0.371069182,0,0.0188679245,0.0880503145,0.176100629,0.0125786164
0.0125786164,0,0.421383648,0,0,0,0,0.0503144654,0.0314465409,0,0.333333333,0.150943396
0.0188679245,0.308176101,0,0.0125786164,0.119496855,0,0.113207547,0.396226415,0,0,0.00628930818,0.0251572327
0.0314465409,0.132075472,0.0377358491,0.100628931,0.0817610063,0.0440251572,0.289308176,0,0.00628930818,0.226415094,0.0314465409,0.0188679245
0.0188679245,0.13836478,0.34591195,0.00628930818,0.0251572327,0.0188679245,0.251572327,0,0,0.119496855,0.0691823899,0.00628930818
0.0754716981,0.41509434,0,0,0.0188679245,0,0.34591195,0,0.0125786164,0.00628930818,0.0817610063,0.0440251572
0.0628930818,0.295597484,0,0,0,0,0.48427673,0,0,0.0503144654,0.100628931,0.00628930818
0.0251572327,0.113207547,0.213836478,0,0.00628930818,0.00628930818,0.301886792,0.00628930818,0.00628930818,0.113207547,0.194968553,0.0125786164
0.408805031,0,0,0.00628930818,0,0,0.364779874,0,0,0,0.0314465409,0.188679245
0.0314465409,0.396226415,0,0,0,0,0.41509434,0,0,0,0.150943396,0.00628930818
0.0125786164,0.446540881,0,0,0.0125786164,0,0.396226415,0,0,0,0,0.132075472
0.0628930818,0.352201258,0,0,0.0503144654,0,0.389937107,0,0,0,0.0188679245,0.125786164
0.465408805,0,0,0.0125786164,0,0,0.402515723,0,0,0,0,0.119496855
0.301886792,0,0,0.0377358491,0,0,0.509433962,0,0,0,0.0440251572,0.106918239
0.0566037736,0.0314465409,0.270440252,0.0125786164,0.232704403,0.13836478,0.119496855,0,0.00628930818,0.119496855,0,0.0125786164
0.440251572,0,0,0.0125786164,0,0,0.452830189,0,0,0,0,0.0943396226
0.0314465409,0.100628931,0.352201258,0.0503144654,0.00628930818,0,0,0.289308176,0,0.00628930818,0.132075472,0.0314465409
0.0314465409,0.0125786164,0.0251572327,0.0125786164,0.270440252,0.144654088,0.100628931,0,0.0440251572,0.308176101,0.0377358491,0.0125786164
0.0314465409,0.00628930818,0.314465409,0.0817610063,0.13836478,0.0251572327,0.251572327,0.0125786164,0.0188679245,0.0691823899,0.00628930818,0.0440251572
0.0125786164,0.0125786164,0.0125786164,0.00628930818,0.163522013,0.106918239,0.176100629,0.00628930818,0.0314465409,0.358490566,0.0691823899,0.0440251572
0.0251572327,0.0377358491,0.257861635,0.0377358491,0.157232704,0.100628931,0.157232704,0,0.0503144654,0.0377358491,0.0377358491,0.100628931
0.00628930818,0.00628930818,0.471698113,0.0377358491,0,0,0.301886792,0.00628930818,0,0.150943396,0.00628930818,0.0125786164
0.0251572327,0.0188679245,0.591194969,0.0188679245,0,0,0.232704403,0,0.0125786164,0.0566037736,0.0314465409,0.0125786164
0.00628930818,0.0251572327,0.610062893,0.0125786164,0,0,0,0.320754717,0,0,0.0188679245,0.00628930818
0.0251572327,0.0125786164,0.566037736,0.00628930818,0.0125786164,0,0,0.320754717,0,0.0125786164,0.0377358491,0.00628930818
0.0125786164,0,0.220125786,0.0691823899,0.0691823899,0.0125786164,0.213836478,0.0251572327,0.0440251572,0.264150943,0.0503144654,0.0188679245
0.125786164,0.327044025,0.00628930818,0.00628930818,0.0125786164,0,0.308176101,0,0,0.132075472,0.0691823899,0.0125786164
0.0880503145,0.320754717,0,0,0.00628930818,0,0.421383648,0,0.0125786164,0.00628930818,0.0880503145,0.0566037736
0.132075472,0.283018868,0,0,0,0,0.440251572,0,0,0.0503144654,0.0880503145,0.00628930818
0.0440251572,0.0377358491,0.257861635,0,0.00628930818,0.00628930818,0.289308176,0.00628930818,0,0.0817610063,0.264150943,0.00628930818
0.433962264,0.00628930818,0.0188679245,0,0,0.383647799,0,0,0,0.0314465409,0.113207547,0.0125786164
0.0314465409,0.333333333,0,0.00628930818,0,0,0.446540881,0,0,0.00628930818,0.169811321,0.00628930818
0.0440251572,0.459119497,0,0.0314465409,0,0,0.371069182,0,0,0,0.0880503145,0.00628930818
0.0188679245,0.301886792,0,0,0.0314465409,0,0.477987421,0,0,0,0.0125786164,0.157232704
0.0125786164,0.0440251572,0.566037736,0,0.00628930818,0,0,0.289308176,0,0,0,0.0817610063
0.0503144654,0.0125786164,0.132075472,0,0.226415094,0.13836478,0.113207547,0,0.00628930818,0.27672956,0.0377358491,0.00628930818
0.0251572327,0.0314465409,0.106918239,0.00628930818,0.20754717,0.0754716981,0.188679245,0,0.0251572327,0.238993711,0.0314465409,0.0628930818
0.0440251572,0,0.289308176,0.0691823899,0.0880503145,0.00628930818,0.232704403,0.0251572327,0.0566037736,0.125786164,0.0251572327,0.0377358491
0.00628930818,0.0188679245,0.0440251572,0.00628930818,0.220125786,0.132075472,0.163522013,0,0.0377358491,0.308176101,0.0314465409,0.0314465409
0.0314465409,0.0440251572,0.251572327,0.0440251572,0.0943396226,0.0880503145,0.188679245,0,0.0314465409,0.0817610063,0.0691823899,0.0754716981
0.00628930818,0.00628930818,0.396226415,0.0440251572,0.0754716981,0.0251572327,0.251572327,0,0.0125786164,0.13836478,0,0.0440251572
0.0125786164,0.635220126,0.0125786164,0,0,0,0.264150943,0,0,0.0125786164,0.0314465409,0.0314465409
0.0440251572,0.0314465409,0.540880503,0.00628930818,0,0,0.295597484,0,0,0.0503144654,0.0251572327,0.00628930818
0.0125786164,0.0125786164,0.610062893,0.0188679245,0.00628930818,0,0,0.283018868,0,0.0125786164,0.0314465409,0.0125786164
0.125786164,0.371069182,0.00628930818,0.0125786164,0.0188679245,0,0.283018868,0,0.00628930818,0.106918239,0.0628930818,0.00628930818
0.0943396226,0.333333333,0,0,0.0188679245,0,0.408805031,0,0.0125786164,0,0.0691823899,0.0628930818
0.0943396226,0.257861635,0,0,0,0,0.496855346,0,0,0.0440251572,0.0943396226,0.0125786164
0.0188679245,0.0503144654,0.257861635,0.0314465409,0.106918239,0.0440251572,0.150943396,0.00628930818,0.0503144654,0.13836478,0.0691823899,0.0754716981
0.0314465409,0.0817610063,0.201257862,0,0.00628930818,0.00628930818,0.251572327,0.00628930818,0.0125786164,0.100628931,0.295597484,0.00628930818
0.459119497,0,0,0.0125786164,0,0,0.34591195,0,0,0,0.0251572327,0.157232704
0.0314465409,0.358490566,0,0,0,0,0.433962264,0,0,0,0.169811321,0.00628930818
0.0377358491,0.41509434,0,0,0.0125786164,0,0.421383648,0,0,0,0,0.113207547
0.0503144654,0.333333333,0,0,0.0503144654,0,0.41509434,0,0,0,0.0188679245,0.132075472
0.48427673,0,0,0.0125786164,0,0,0.408805031,0,0,0,0,0.0943396226
0.0314465409,0.0188679245,0.295597484,0,0.113207547,0,0.0125786164,0.371069182,0,0,0.0754716981,0.0817610063
0.0125786164,0.0125786164,0.0125786164,0.182389937,0.150943396,0,0.176100629,0,0.0377358491,0.352201258,0.0566037736,0.00628930818
0.0440251572,0.00628930818,0.339622642,0.0440251572,0.169811321,0.0817610063,0.169811321,0.0314465409,0.0251572327,0.0188679245,0,0.0691823899
0.00628930818,0.0125786164,0.0188679245,0.00628930818,0.194968553,0.0503144654,0.194968553,0,0.0377358491,0.389937107,0.0754716981,0.0125786164
0.00628930818,0.0125786164,0.314465409,0.0440251572,0.0754716981,0.106918239,0.232704403,0,0.0125786164,0.150943396,0.00628930818,0.0377358491
0.0251572327,0.0440251572,0.257861635,0.0503144654,0.0880503145,0.119496855,0.125786164,0,0.0188679245,0.144654088,0.0314465409,0.0943396226
0.0125786164,0.0125786164,0.616352201,0.0125786164,0,0,0.320754717,0,0,0.0125786164,0,0.0125786164
0.0314465409,0.0125786164,0.553459119,0,0,0,0.270440252,0,0.0125786164,0.0754716981,0.0377358491,0.00628930818
0.0125786164,0.0440251572,0.597484277,0,0.0188679245,0,0,0,0.320754717,0,0,0.00628930818
0.0188679245,0.0440251572,0.522012579,0.0125786164,0.0188679245,0,0.270440252,0,0.0125786164,0.0691823899,0.0251572327,0.00628930818
0.119496855,0.308176101,0,0,0.0314465409,0.0188679245,0.301886792,0,0.0125786164,0.0125786164,0.100628931,0.0943396226
0.113207547,0.314465409,0,0,0,0,0.433962264,0.00628930818,0,0.0691823899,0.0503144654,0.0125786164
0.00628930818,0.100628931,0.352201258,0,0,0,0.364779874,0,0,0.0628930818,0.106918239,0.00628930818
0.0251572327,0,0.226415094,0.00628930818,0.0314465409,0.0125786164,0.389937107,0,0.0125786164,0.0754716981,0.213836478,0.00628930818
0.503144654,0,0,0,0,0,0.383647799,0,0,0,0.0251572327,0.0880503145
0.0188679245,0.641509434,0.0188679245,0,0,0,0.251572327,0,0,0.0125786164,0.0377358491,0.0188679245
0.0440251572,0.339622642,0,0.0125786164,0,0,0.408805031,0,0,0.00628930818,0.182389937,0.00628930818
0.0628930818,0.433962264,0,0,0.0503144654,0,0.339622642,0,0,0,0,0.113207547
0.364779874,0,0,0.0125786164,0,0,0.48427673,0,0,0,0.00628930818,0.132075472
0.440251572,0,0,0.0188679245,0,0,0.408805031,0,0,0,0,0.132075472
0.00628930818,0.389937107,0,0,0.00628930818,0,0.446540881,0,0,0,0.0440251572,0.106918239
0.251572327,0.0125786164,0,0.00628930818,0,0,0.509433962,0,0,0.0125786164,0.125786164,0.0817610063
0.0251572327,0,0.00628930818,0.0377358491,0.257861635,0.113207547,0.176100629,0,0.0125786164,0.314465409,0.0377358491,0.0188679245
0.0377358491,0.00628930818,0.308176101,0.0503144654,0.113207547,0.0377358491,0.257861635,0.0251572327,0.0377358491,0.0628930818,0.00628930818,0.0566037736
0.00628930818,0.0188679245,0.0188679245,0.0188679245,0.226415094,0.0817610063,0.201257862,0,0.0440251572,0.308176101,0.0377358491,0.0377358491
0.0188679245,0.0503144654,0.251572327,0.0503144654,0.113207547,0.0880503145,0.150943396,0.00628930818,0.0377358491,0.0943396226,0.0691823899,0.0691823899
0.0377358491,0.0314465409,0.572327044,0.00628930818,0,0,0.27672956,0,0,0.0503144654,0.0188679245,0.00628930818
0.0125786164,0.408805031,0.0377358491,0.0251572327,0.0125786164,0,0.301886792,0,0.0125786164,0.157232704,0,0.0314465409
0.00628930818,0.0188679245,0.660377358,0.0188679245,0,0,0,0.226415094,0,0.0125786164,0.0314465409,0.0251572327
0.0251572327,0.0314465409,0.566037736,0.0125786164,0,0,0.289308176,0,0,0.0503144654,0.0188679245,0.00628930818
0.0251572327,0.0125786164,0.597484277,0.00628930818,0,0,0,0.295597484,0,0.0125786164,0.0314465409,0.0188679245
0.144654088,0.352201258,0.00628930818,0.0125786164,0.0188679245,0,0.270440252,0,0,0.113207547,0.0754716981,0.00628930818
0.00628930818,0.113207547,0.364779874,0,0.00628930818,0,0,0.339622642,0.0125786164,0.00628930818,0.106918239,0.0440251572
0.119496855,0.283018868,0,0,0,0,0.427672956,0,0,0.0440251572,0.119496855,0.00628930818
0.0188679245,0.0628930818,0.194968553,0,0.00628930818,0,0.00628930818,0.308176101,0.0125786164,0.00628930818,0.113207547,0.270440252
0.471698113,0,0,0.0125786164,0,0,0.383647799,0,0,0,0.0314465409,0.100628931
0.0314465409,0.308176101,0,0,0,0,0.48427673,0,0,0.00628930818,0.163522013,0.00628930818
0.0125786164,0.628930818,0.0188679245,0,0,0,0.289308176,0,0,0.0125786164,0.0314465409,0.00628930818
0.0314465409,0.452830189,0,0,0.0440251572,0,0.358490566,0,0,0,0,0.113207547
0.0440251572,0.352201258,0,0,0.0188679245,0,0.440251572,0,0,0,0.0188679245,0.125786164
0.465408805,0,0,0.00628930818,0,0,0.427672956,0,0,0,0,0.100628931
0.289308176,0,0,0.0440251572,0,0,0.496855346,0,0,0,0.0503144654,0.119496855
0.433962264,0.00628930818,0,0,0,0,0.465408805,0,0,0,0,0.0943396226
0.0416666667,0.0625,0,0.0208333333,0,0,0.375,0,0,0.0416666667,0.416666667,0.0416666667
0.0691823899,0,0.496855346,0.0188679245,0.0188679245,0.0188679245,0.289308176,0,0.00628930818,0.0251572327,0.0440251572,0.0125786164
0.13836478,0,0.213836478,0.0377358491,0.125786164,0.125786164,0.301886792,0.0125786164,0,0,0.00628930818,0.0377358491
0.0440251572,0,0.408805031,0.0503144654,0.0754716981,0.0314465409,0.295597484,0,0.0503144654,0.0188679245,0.0125786164,0.0125786164
0.0817610063,0,0.314465409,0.0188679245,0.0566037736,0.00628930818,0.427672956,0,0.0817610063,0,0.00628930818,0.00628930818
0.0503144654,0,0.0628930818,0.00628930818,0.201257862,0.427672956,0.163522013,0.0440251572,0.00628930818,0.00628930818,0,0.0314465409
0.125786164,0.213836478,0.440251572,0.0188679245,0.00628930818,0,0.0691823899,0.00628930818,0.0314465409,0.0691823899,0.0125786164,0.00628930818
0.169811321,0,0.0440251572,0.00628930818,0.00628930818,0.0754716981,0.0125786164,0,0.0188679245,0.0691823899,0.591194969,0.00628930818
0.387096774,0.0107526882,0.107526882,0,0,0,0.451612903,0,0,0,0,0.0430107527
0.540880503,0,0.0188679245,0,0.13836478,0.0314465409,0.0188679245,0,0.125786164,0.119496855,0,0.00628930818
0.00628930818,0.0251572327,0.213836478,0.0880503145,0.0251572327,0.0754716981,0.327044025,0.0125786164,0.0188679245,0.100628931,0.0566037736,0.0503144654
0.13836478,0.0125786164,0.553459119,0.0188679245,0.00628930818,0.0503144654,0.169811321,0.00628930818,0,0.0188679245,0.0125786164,0.0125786164
0.0817610063,0,0.402515723,0,0.0125786164,0.0251572327,0.201257862,0,0.0188679245,0.0503144654,0.0943396226,0.113207547
0.13836478,0,0.0943396226,0,0,0,0.566037736,0,0.0125786164,0.0188679245,0.0125786164,0.157232704
0.0125786164,0,0.48427673,0.00628930818,0,0.0188679245,0.320754717,0.00628930818,0.0188679245,0.0880503145,0.0125786164,0.0314465409
0.0314465409,0,0.0566037736,0.0188679245,0.0691823899,0.0754716981,0.339622642,0.0440251572,0.0754716981,0.144654088,0.0440251572,0.100628931
0.0943396226,0,0.194968553,0.0188679245,0.0503144654,0.106918239,0.459119497,0.0125786164,0.00628930818,0.0314465409,0.0188679245,0.00628930818
0.0377358491,0.0628930818,0.188679245,0.163522013,0.0566037736,0.00628930818,0.201257862,0.00628930818,0.0377358491,0.0314465409,0.157232704,0.0503144654
0.0251572327,0,0.100628931,0.0754716981,0.0691823899,0.0251572327,0.327044025,0,0.0691823899,0.13836478,0.13836478,0.0314465409
0.0943396226,0.0566037736,0.0377358491,0,0.0125786164,0.333333333,0,0,0.100628931,0.0817610063,0.238993711,0.0440251572
0.113207547,0.0817610063,0.13836478,0.125786164,0.0314465409,0.0251572327,0.169811321,0.00628930818,0.0188679245,0.0188679245,0.20754717,0.0628930818
0.0691823899,0,0.150943396,0.0566037736,0.157232704,0.0566037736,0.34591195,0.0125786164,0,0.00628930818,0.125786164,0.0188679245
0.194968553,0.0125786164,0.144654088,0,0.0880503145,0.226415094,0.0188679245,0,0.0503144654,0.0628930818,0.169811321,0.0314465409
0.0943396226,0,0.157232704,0.0125786164,0.0503144654,0,0.0566037736,0.459119497,0.0314465409,0.0628930818,0.00628930818,0.0691823899
0.0314465409,0,0.194968553,0.0754716981,0.100628931,0,0.144654088,0,0.100628931,0.0125786164,0.27672956,0.0628930818
0.0880503145,0.0314465409,0.157232704,0.0628930818,0.0251572327,0,0.0943396226,0,0.132075472,0.0628930818,0.295597484,0.0503144654
0.0314465409,0.0377358491,0.0566037736,0.113207547,0,0.00628930818,0.201257862,0,0.0566037736,0.0440251572,0.301886792,0.150943396
0.0628930818,0.0251572327,0.201257862,0.125786164,0.132075472,0,0.220125786,0.0125786164,0.0566037736,0.0566037736,0.0817610063,0.0251572327
0.0754716981,0.0628930818,0.176100629,0.0628930818,0.0503144654,0.00628930818,0.13836478,0.00628930818,0.0440251572,0.0943396226,0.232704403,0.0503144654
0.0377358491,0.0943396226,0.119496855,0.0503144654,0.0943396226,0.0566037736,0.201257862,0.0251572327,0.0188679245,0.100628931,0.125786164,0.0754716981
0,0,0,0,0,0,1,0,0,0,0,0
0.201257862,0.0628930818,0.0314465409,0.283018868,0.00628930818,0.0314465409,0.251572327,0,0.0691823899,0.0251572327,0.0251572327,0.0125786164
0.0691823899,0.0125786164,0.257861635,0.0188679245,0.0440251572,0.0125786164,0.566037736,0,0.00628930818,0.00628930818,0,0.00628930818
0.0754716981,0,0.522012579,0,0.0125786164,0,0.106918239,0,0.00628930818,0.0566037736,0.201257862,0.0188679245
0.00628930818,0,0.465408805,0,0,0,0.48427673,0,0,0.0125786164,0.0188679245,0.0125786164
0.0628930818,0,0,0,0.452830189,0,0,0,0.0314465409,0,0.00628930818,0.446540881
0.00628930818,0,0.559748428,0.0125786164,0.0125786164,0.0188679245,0.157232704,0,0,0.0628930818,0.132075472,0.0377358491
0.113207547,0,0.364779874,0,0.0503144654,0.0880503145,0.157232704,0.0314465409,0.0691823899,0.0754716981,0.0125786164,0.0377358491
0.283018868,0,0,0,0,0,0.704402516,0,0,0,0,0.0125786164
0.72327044,0,0,0,0,0,0.257861635,0,0,0,0,0.0188679245
0.496855346,0.0125786164,0.0566037736,0,0.0188679245,0.383647799,0,0,0,0,0.0251572327,0.00628930818
0.377358491,0,0,0,0,0,0.603773585,0,0,0,0,0.0188679245
0.238993711,0.0377358491,0.163522013,0,0.0566037736,0,0.0251572327,0.0125786164,0.125786164,0.163522013,0.0251572327,0.150943396
0.685534591,0,0,0,0,0,0.27672956,0,0,0.0314465409,0,0.00628930818
0.301886792,0,0.213836478,0.0817610063,0.0440251572,0,0.0125786164,0.106918239,0.0188679245,0.0566037736,0.0503144654,0.113207547
0.150943396,0,0.132075472,0.00628930818,0.0188679245,0,0,0.176100629,0,0.100628931,0.232704403,0.182389937
0.0430107527,0,0.139784946,0.0215053763,0.0322580645,0,0,0.268817204,0.0107526882,0.0322580645,0.23655914,0.215053763
0.182389937,0,0.0125786164,0.213836478,0,0.0377358491,0.0314465409,0,0.238993711,0.194968553,0.0691823899,0.0188679245
